age,total_orders,total_quantity,total_revenue,avg_order_value,total_cost,total_profit,avg_profit_margin,avg_discount_percent,total_discount_amount,avg_loyalty_score,original_total_orders_by_customer,avg_product_rating,avg_product_reviews,avg_delivery_days,avg_shipping_cost,avg_customer_rating,avg_session_duration,avg_pages_visited,avg_fraud_risk,weekend_order_rate,installment_plan_rate,coupon_used_rate,abandoned_cart_rate,support_ticket_rate,customer_tenure_days,days_since_last_order,active_customer_days,order_frequency,revenue_per_order,profit_per_order,revenue_per_day,profit_margin_real,gender_Male,customer_segment_Regular,customer_segment_VIP,country_Belgium,country_Canada,country_France,country_Germany,country_Italy,country_Netherlands,country_Spain,country_United Kingdom,country_United States,city_Amsterdam,city_Antwerp,city_Barcelona,city_Berlin,city_Bilbao,city_Birmingham,city_Brisbane,city_Bruges,city_Brussels,city_Calgary,city_Chicago,city_Cologne,city_Eindhoven,city_Florence,city_Frankfurt,city_Ghent,city_Glasgow,city_Hamburg,city_Houston,city_Leeds,city_Liege,city_London,city_Los Angeles,city_Lyon,city_Madrid,city_Manchester,city_Marseille,city_Melbourne,city_Milan,city_Montreal,city_Munich,city_Naples,city_New York,city_Nice,city_Ottawa,city_Paris,city_Perth,city_Phoenix,city_Rome,city_Rotterdam,city_Seville,city_Sydney,city_The Hague,city_Toronto,city_Toulouse,city_Turin,city_Utrecht,city_Valencia,city_Vancouver,main_order_status_Completed,main_order_status_Pending,main_order_status_Processing,main_order_status_Returned,main_payment_method_Bank Transfer,main_payment_method_Credit Card,main_payment_method_Debit Card,main_payment_method_PayPal,main_payment_status_Paid,main_payment_status_Pending,main_shipping_method_Express,main_shipping_method_Next Day,main_shipping_method_Standard,main_delivery_status_Failed,main_delivery_status_In Transit,main_delivery_status_Pending,main_review_sentiment_Neutral,main_review_sentiment_Positive,main_campaign_source_Email,main_campaign_source_Facebook,main_campaign_source_Google Ads,main_campaign_source_Instagram,main_campaign_source_Organic,main_device_type_Mobile,main_device_type_Tablet,main_traffic_source_Email,main_traffic_source_Referral,main_traffic_source_Search,main_traffic_source_Social,main_category_Electronics,main_category_Health,main_category_Home,main_category_Sports,main_sub_category_Appliances,main_sub_category_Audio,main_sub_category_Bedding,main_sub_category_Cameras,main_sub_category_Decor,main_sub_category_Fitness,main_sub_category_Furniture,main_sub_category_Gym Equipment,main_sub_category_Kids Wear,main_sub_category_Kitchen,main_sub_category_Laptops,main_sub_category_Medical Devices,main_sub_category_Mens Wear,main_sub_category_Outdoor,main_sub_category_Personal Care,main_sub_category_Shoes,main_sub_category_Smartphones,main_sub_category_Sports Wear,main_sub_category_Supplements,main_sub_category_Tablets,main_sub_category_Womens Wear,main_brand_Anker,main_brand_Apple,main_brand_Asus,main_brand_Baseus,main_brand_Canon,main_brand_Dell,main_brand_Fitbit,main_brand_GoPro,main_brand_HP,main_brand_Huawei,main_brand_JBL,main_brand_Lenovo,main_brand_Logitech,main_brand_Nike,main_brand_Nikon,main_brand_Philips,main_brand_Samsung,main_brand_Sony,main_brand_Xiaomi,main_order_priority_Low,main_order_priority_Medium
46,1,3,396.84,396.84,174.66,222.18,55.99,0.0,0.0,17.0,36,4.4,3530.0,9.0,3.87,1.0,22.7,5.0,84.1,0.0,1.0,0.0,0.0,1.0,1494,358,1,1.0,396.84,222.18,0.26562248995983934,0.5598729966737225,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
72,1,5,416.53,416.53,199.3,217.23,52.15,5.0,21.92,81.8,22,4.0,388.0,1.0,13.37,4.0,18.5,19.0,96.0,0.0,1.0,1.0,1.0,1.0,1755,284,1,1.0,416.53,217.23,0.23733903133903134,0.5215230595635368,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,1,1,142.52,142.52,91.72,50.8,35.64,0.0,0.0,24.5,5,3.5,1478.0,7.0,16.49,3.0,41.6,20.0,99.6,0.0,0.0,0.0,1.0,0.0,1198,74,1,1.0,142.52,50.8,0.11896494156928214,0.35644120123491435,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
57,1,1,366.58,366.58,185.15,181.43,49.49,10.0,40.73,61.7,1,5.0,2834.0,12.0,7.4,3.0,51.7,14.0,70.6,0.0,1.0,1.0,1.0,1.0,343,246,1,1.0,366.58,181.43,1.068746355685131,0.49492607343553935,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
49,1,4,173.72,173.72,95.84,77.88,44.83,0.0,0.0,86.7,41,3.6,4286.0,4.0,11.74,2.0,39.9,18.0,60.8,0.0,0.0,1.0,1.0,1.0,672,606,1,1.0,173.72,77.88,0.2585119047619048,0.4483076214598204,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
20,1,2,235.24,235.24,102.46,132.78,56.44,0.0,0.0,96.5,16,4.1,1557.0,1.0,21.47,5.0,15.9,9.0,31.1,1.0,0.0,1.0,1.0,1.0,1017,94,1,1.0,235.24,132.78,0.2313077679449361,0.5644448223091311,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
23,1,4,1237.71,1237.71,755.24,482.47,38.98,25.0,412.57,13.0,25,4.8,4231.0,1.0,0.61,4.0,40.2,11.0,24.3,0.0,0.0,1.0,1.0,0.0,765,692,1,1.0,1237.71,482.47,1.617921568627451,0.38980859813688185,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
53,1,1,430.2,430.2,244.93,185.27,43.07,0.0,0.0,60.2,38,4.5,311.0,7.0,16.09,1.0,41.4,1.0,28.7,1.0,0.0,1.0,0.0,0.0,1495,723,1,1.0,430.2,185.27,0.2877591973244147,0.4306601580660158,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
35,1,4,201.82,201.82,106.68,95.14,47.14,10.0,22.42,71.2,25,4.6,3608.0,4.0,21.0,1.0,35.3,9.0,55.9,0.0,0.0,0.0,1.0,1.0,780,173,1,1.0,201.82,95.14,0.25874358974358974,0.4714101674759687,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
60,1,1,43.62,43.62,36.46,7.16,16.41,20.0,10.91,13.4,43,3.8,3495.0,11.0,0.21,5.0,31.2,10.0,93.8,0.0,0.0,1.0,1.0,0.0,788,532,1,1.0,43.62,7.16,0.05535532994923858,0.16414488766620816,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
68,1,4,412.05,412.05,375.52,36.53,8.87,25.0,137.35,27.0,1,3.5,73.0,12.0,17.77,2.0,59.0,3.0,20.1,0.0,1.0,1.0,0.0,1.0,769,264,1,1.0,412.05,36.53,0.5358257477243173,0.0886542895279699,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
34,1,4,194.94,194.94,129.8,65.14,33.42,10.0,21.66,61.7,20,3.5,713.0,8.0,9.52,5.0,20.0,10.0,80.2,0.0,1.0,0.0,1.0,0.0,1575,711,1,1.0,194.94,65.14,0.12377142857142857,0.334154098697035,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
59,1,1,113.46,113.46,67.58,45.88,40.44,20.0,28.37,39.4,2,4.6,2276.0,12.0,11.79,2.0,57.1,17.0,84.4,0.0,1.0,0.0,0.0,0.0,1361,463,1,1.0,113.46,45.88,0.0833651726671565,0.4043715846994536,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
53,1,4,596.0,596.0,280.0,316.0,53.02,0.0,0.0,26.3,30,4.4,4576.0,10.0,2.34,2.0,57.4,2.0,18.5,0.0,1.0,0.0,1.0,0.0,1218,433,1,1.0,596.0,316.0,0.48932676518883417,0.5302013422818792,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
52,1,3,603.37,603.37,255.57,347.8,57.64,5.0,31.76,38.1,3,4.3,668.0,9.0,6.79,4.0,41.9,18.0,70.7,1.0,0.0,0.0,1.0,0.0,1164,206,1,1.0,603.37,347.8,0.5183591065292096,0.5764290567976532,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
56,1,3,272.56,272.56,201.36,71.2,26.12,10.0,30.29,2.5,16,3.1,4214.0,7.0,11.64,4.0,49.5,18.0,20.7,0.0,0.0,0.0,0.0,1.0,1301,26,1,1.0,272.56,71.2,0.20950038431975404,0.26122688582330494,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
70,1,1,429.05,429.05,279.23,149.82,34.92,10.0,47.67,39.1,22,3.1,1624.0,14.0,2.55,1.0,21.6,12.0,61.8,1.0,0.0,1.0,1.0,0.0,1323,583,1,1.0,429.05,149.82,0.3243008314436886,0.34919007108728584,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
62,1,4,312.97,312.97,222.48,90.49,28.91,5.0,16.47,2.2,41,4.4,2850.0,7.0,8.54,5.0,19.7,4.0,70.2,1.0,1.0,0.0,0.0,0.0,1528,36,1,1.0,312.97,90.49,0.2048232984293194,0.2891331437517973,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
72,1,5,366.99,366.99,288.7,78.29,21.33,15.0,64.76,36.2,27,3.9,3786.0,13.0,13.46,5.0,54.3,19.0,83.4,0.0,1.0,0.0,0.0,0.0,1730,70,1,1.0,366.99,78.29,0.21213294797687862,0.2133300634894684,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
37,1,4,262.58,262.58,121.76,140.82,53.63,10.0,29.18,36.9,1,4.4,4898.0,11.0,20.83,4.0,58.4,8.0,42.6,1.0,0.0,0.0,0.0,1.0,1703,100,1,1.0,262.58,140.82,0.15418672930123312,0.5362937009673242,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
54,1,5,1171.87,1171.87,629.15,542.72,46.31,5.0,61.68,98.0,3,3.6,2030.0,1.0,4.9,2.0,9.7,2.0,16.9,0.0,0.0,1.0,0.0,0.0,1745,621,1,1.0,1171.87,542.72,0.6715587392550143,0.4631230426583154,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
67,1,2,292.94,292.94,175.52,117.42,40.08,5.0,15.42,55.2,39,4.6,135.0,11.0,6.48,2.0,27.9,14.0,13.0,0.0,1.0,0.0,0.0,1.0,942,137,1,1.0,292.94,117.42,0.31097664543524417,0.4008329350720284,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
60,1,2,32.75,32.75,18.18,14.57,44.49,20.0,8.19,13.9,38,4.8,3321.0,2.0,3.47,2.0,7.0,7.0,80.7,0.0,0.0,1.0,1.0,0.0,266,182,1,1.0,32.75,14.57,0.1231203007518797,0.4448854961832061,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
